card_a,card_b,co_occurrence,win_rate_together
Electro Dragon,Witch,2170,0.4912
Magic Archer,Monk,2169,0.4846
Giant,Three Musketeers,2168,0.4811
Executioner,Goblin Cage,2168,0.5364
Royal Hogs,Skeleton Barrel,2167,0.5145
Rage,Tombstone,2163,0.5155
Freeze,Lightning,2163,0.503
Goblin Cage,Night Witch,2162,0.5453
Elite Barbarian,Princess,2161,0.4975
Furnace,Prince,2158,0.5032
Dart Goblin,Mighty Miner,2153,0.5769
Archer Queen,Lumberjack,2153,0.516
Royal Recruits,Sparky,2147,0.5063
Goblin Hut,Night Witch,2146,0.5065
Electro Dragon,Executioner,2143,0.5189
Rocket,Royal Recruits,2142,0.57
Elixir Collector,Spear Goblin,2140,0.4668
Baby Dragon,Golden Knight,2139,0.4895
Dart Goblin,Flying Machine,2138,0.5
Bomber,Rocket,2128,0.4854
Graveyard,Guard,2125,0.4687
Monk,Sparky,2124,0.4821
Archer,Ice Wizard,2122,0.4995
Furnace,Royal Ghost,2119,0.5134
Electro Giant,Rage,2119,0.5097
Electro Dragon,P.E.K.K.A,2118,0.4854
Earthquake,Tombstone,2109,0.4884
Knight,Royal Recruits,2106,0.5076
Bomber,Fire Spirit,2105,0.4903
Elite Barbarian,Skeleton,2103,0.5188
Flying Machine,Mega Minion,2102,0.5238
Bomb Tower,Giant,2099,0.494
Dart Goblin,Night Witch,2094,0.4924
Balloon,Elixir Golem,2091,0.5065
Cannon,Mighty Miner,2087,0.4816
Guard,Tesla,2085,0.5017
Goblin Hut,Golem,2084,0.5048
Golden Knight,Poison,2082,0.4861
Skeleton Barrel,Zappies,2080,0.4856
Barbarian,Cannon Cart,2080,0.5659
Barbarian,Golden Knight,2078,0.4875
Cannon Cart,Electro Wizard,2077,0.5185
Mega Minion,Musketeer,2075,0.5311
Dart Goblin,Inferno Dragon,2071,0.4693
Bowler,Mega Knight,2071,0.5152
Electro Giant,Tombstone,2063,0.5099
Tombstone,Wizard,2063,0.4823
Archer,Golden Knight,2062,0.4748
Minion,Mortar,2061,0.4716
Archer,Giant Skeleton,2060,0.4801
Skeleton Barrel,Tesla,2059,0.4993
Baby Dragon,Minion,2057,0.4857
Fisherman,Valkyrie,2054,0.4903
Night Witch,Prince,2052,0.5434
Fireball,Rocket,2051,0.4856
Archer,Bomber,2051,0.5154
P.E.K.K.A,Zappies,2048,0.5083
Miner,Royal Giant,2048,0.4985
Rage,Tesla,2044,0.4985
Giant,Giant Skeleton,2043,0.4807
Goblin Cage,Ice Golem,2040,0.5314
Cannon,Royal Giant,2039,0.4836
Giant,Guard,2039,0.4988
Dark Prince,Rocket,2039,0.4924
Bomber,Elixir Golem,2034,0.4872
Inferno Dragon,Royal Hogs,2032,0.5005
Archer,Electro Wizard,2029,0.5081
Archer Queen,Dart Goblin,2029,0.4805
Fisherman,Mighty Miner,2027,0.4958
Inferno Tower,Phoenix,2025,0.4914
Golem,Skeleton,2023,0.5156
Elixir Golem,Inferno Tower,2021,0.4894
Earthquake,Fireball,2020,0.4916
Baby Dragon,Royal Recruits,2020,0.5005
Furnace,Graveyard,2018,0.5173
Electro Spirit,Mega Minion,2017,0.5062
Giant Skeleton,Miner,2016,0.4926
Balloon,Hunter,2014,0.5109
Golden Knight,Hunter,2010,0.5174
Goblin Hut,Prince,2008,0.5045
Electro Spirit,Freeze,2008,0.5608
Inferno Tower,Mother Witch,2007,0.4748
Archer Queen,Inferno Dragon,2007,0.4828
Royal Giant,Skeleton Barrel,2003,0.4868
Elixir Golem,Guard,2003,0.4903
Rocket,X-Bow,2002,0.4895
Bat,Monk,2002,0.4895
Dark Prince,Flying Machine,2000,0.5315
Giant Skeleton,Phoenix,1999,0.4742
Monk,Witch,1999,0.5023
P.E.K.K.A,Three Musketeers,1995,0.4902
Electro Wizard,Mortar,1994,0.5236
Bandit,Goblin Cage,1992,0.5141
Bowler,P.E.K.K.A,1990,0.4487
Bat,Heal Spirit,1988,0.5
Goblin Hut,P.E.K.K.A,1986,0.4693
Giant Skeleton,Three Musketeers,1986,0.4924
Lava Hound,Night Witch,1985,0.5229
Goblin Giant,Guard,1983,0.5174
Inferno Tower,Royal Hogs,1980,0.4914
Giant Snowball,Mega Knight,1979,0.4689
Archer,Freeze,1978,0.504
Cannon Cart,Valkyrie,1976,0.5268
Ice Spirit,Ice Wizard,1972,0.4959
Archer Queen,Balloon,1971,0.5129
Archer,Electro Giant,1971,0.4622
Archer Queen,Inferno Tower,1971,0.4784
Lightning,Monk,1971,0.4967
Fisherman,P.E.K.K.A,1966,0.4954
Electro Spirit,Executioner,1966,0.5295
Furnace,Giant Skeleton,1964,0.5005
Musketeer,Royal Ghost,1964,0.5229
Elite Barbarian,Wall Breakers,1961,0.4936
Monk,Zap,1960,0.5311
Princess,Skeleton,1958,0.4811
Mega Minion,Royal Recruits,1956,0.5562
Giant Snowball,Valkyrie,1955,0.5442
Ice Golem,Royal Ghost,1953,0.5453
Battle Healer,Executioner,1951,0.5136
Prince,Royal Giant,1939,0.5173
Bomb Tower,Minion,1935,0.5044
Dart Goblin,Goblins,1933,0.597
Giant,Princess,1931,0.5096
Fisherman,Inferno Dragon,1931,0.5396
Goblin Hut,Tornado,1930,0.5093
Golem,Hog Rider,1929,0.5013
Goblin Drill,Zap,1927,0.5439
Golem,Magic Archer,1926,0.4829
Freeze,Zappies,1924,0.4974
Golden Knight,Wizard,1921,0.4352
Rage,Spear Goblin,1920,0.4938
Barbarian,Fire Spirit,1919,0.5128
Electro Wizard,Rocket,1916,0.5068
Ice Golem,Inferno Dragon,1915,0.5065
Royal Hogs,Three Musketeers,1914,0.546
Golem,Miner,1914,0.5183
Flying Machine,P.E.K.K.A,1912,0.5523
Royal Recruits,Wizard,1911,0.4804
Fisherman,Miner,1908,0.5178
Battle Healer,Electro Wizard,1907,0.4929
Electro Wizard,Ice Spirit,1907,0.5102
Mega Minion,Royal Ghost,1903,0.5118
Bandit,Earthquake,1896,0.5063
Bandit,Cannon Cart,1894,0.5084
Golden Knight,Night Witch,1891,0.4971
Skeleton,Spear Goblin,1890,0.5164
Electro Spirit,Guard,1889,0.5024
Elixir Collector,Monk,1888,0.4899
Heal Spirit,Monk,1888,0.4899
Earthquake,Sparky,1887,0.4849
Freeze,Miner,1887,0.4695
Archer Queen,Hunter,1885,0.5188
P.E.K.K.A,Royal Hogs,1884,0.5191
Bowler,Hunter,1883,0.5374
Flying Machine,Spear Goblin,1880,0.4819
Rage,Zappies,1877,0.521
Elixir Golem,Musketeer,1871,0.4981
Barbarian Hut,Fireball,1871,0.5163
Skeleton Barrel,Skeleton King,1870,0.5187
Electro Giant,Minion,1868,0.485
Earthquake,Guard,1866,0.4995
Skeleton,Skeleton Barrel,1863,0.518
Lumberjack,Royal Recruits,1863,0.5475
Dark Prince,Royal Hogs,1862,0.5215
Electro Spirit,Mother Witch,1861,0.5116
Executioner,Mighty Miner,1859,0.5073
Ice Golem,Rocket,1858,0.5409
Goblin Cage,Mini P.E.K.K.A,1857,0.51
Archer Queen,Minion,1857,0.5013
Lightning,Mortar,1852,0.514
Bomb Tower,Electro Giant,1850,0.5222
Arrows,Ice Golem,1846,0.4724
Magic Archer,Royal Giant,1844,0.513
Bandit,Freeze,1843,0.5041
Giant Skeleton,Inferno Tower,1841,0.4932
Bandit,Rocket,1841,0.497
Goblin Giant,Golden Knight,1838,0.5229
Barbarian Hut,Witch,1837,0.4927
Mighty Miner,Rocket,1836,0.5763
Cannon Cart,Musketeer,1834,0.5567
Mortar,Valkyrie,1833,0.4594
Mortar,P.E.K.K.A,1831,0.5287
Graveyard,Mega Knight,1830,0.5131
Bandit,Tombstone,1830,0.4792
Firecracker,Three Musketeers,1830,0.5104
Bat,Hunter,1827,0.5386
Elite Barbarian,Giant Skeleton,1826,0.4819
Cannon Cart,Mini P.E.K.K.A,1826,0.5372
Electro Giant,Mortar,1825,0.4888
Furnace,Goblins,1824,0.4709
Musketeer,Spear Goblin,1822,0.5258
Magic Archer,Skeleton Barrel,1822,0.489
Battle Ram,Executioner,1821,0.48
Royal Giant,Sparky,1820,0.5198
Electro Spirit,Mortar,1818,0.5314
Giant Skeleton,Rocket,1812,0.505
Bomb Tower,Royal Delivery,1807,0.4831
Elite Barbarian,Hunter,1805,0.5573
Giant,Ice Wizard,1799,0.5131
Bomb Tower,Bowler,1796,0.5089
Golem,Mother Witch,1792,0.5223
Prince,Three Musketeers,1790,0.4715
Dart Goblin,Electro Spirit,1788,0.5011
Flying Machine,Royal Giant,1787,0.4723
Earthquake,Giant Snowball,1785,0.4812
Rage,Skeleton Barrel,1783,0.5048
Giant Skeleton,Tesla,1783,0.5171
Electro Dragon,Inferno Tower,1782,0.5095
Bowler,Wizard,1775,0.5144
Goblin Hut,Rage,1772,0.4633
Barbarian,Guard,1767,0.4601
Balloon,Magic Archer,1767,0.4992
Barbarian Hut,Goblin Hut,1765,0.4918
Giant Snowball,Inferno Tower,1762,0.5658
Heal Spirit,Lumberjack,1761,0.5491
Archer Queen,Freeze,1759,0.5071
Guard,Royal Hogs,1757,0.5168
Wall Breakers,Witch,1754,0.5251
Archer,Elixir Collector,1754,0.5165
Ice Wizard,Princess,1752,0.4509
Goblin Cage,Minion,1745,0.5158
Bowler,Guard,1744,0.4925
Golden Knight,Rocket,1738,0.4914
Heal Spirit,Musketeer,1735,0.5187
Mini P.E.K.K.A,Three Musketeers,1735,0.5009
Goblin Giant,Skeleton King,1735,0.5193
Inferno Tower,Sparky,1733,0.4559
Elixir Collector,Wizard,1732,0.5104
Goblin Hut,Golden Knight,1732,0.4827
Balloon,Poison,1727,0.4754
Archer,Bowler,1724,0.5186
Elixir Collector,Miner,1721,0.5381
Dart Goblin,Goblin Cage,1720,0.5122
Bandit,Bowler,1718,0.4488
Electro Giant,Elixir Collector,1718,0.4866
Golden Knight,P.E.K.K.A,1717,0.4822
Elixir Collector,Giant Skeleton,1715,0.5102
Ice Wizard,Mega Minion,1713,0.5172
Bomber,Ice Wizard,1712,0.5204
Barbarian Hut,Lumberjack,1711,0.4845
Electro Wizard,Giant Snowball,1710,0.4901
Cannon Cart,Zap,1707,0.5325
Dart Goblin,Furnace,1706,0.4766
Electro Dragon,Tombstone,1704,0.5106
Barbarian,Skeleton,1704,0.4607
Guard,Zappies,1703,0.5144
Archer,P.E.K.K.A,1702,0.5118
Ice Spirit,Inferno Dragon,1701,0.4897
Spear Goblin,Wizard,1698,0.5047
Electro Spirit,Graveyard,1696,0.5383
Flying Machine,Wizard,1693,0.5168
Lightning,Royal Hogs,1690,0.5089
Fire Spirit,Witch,1689,0.4802
Rocket,Royal Delivery,1688,0.4319
Flying Machine,Mortar,1685,0.4528
Goblin Cage,Witch,1685,0.5033
Fireball,Three Musketeers,1685,0.5116
Battle Ram,Prince,1684,0.497
Furnace,Inferno Tower,1684,0.4941
Fireball,Lightning,1684,0.5119
Miner,Three Musketeers,1683,0.6013
Cannon,Guard,1678,0.4964
Lumberjack,Royal Hogs,1678,0.5143
Battle Healer,Mother Witch,1678,0.4529
Earthquake,Goblin Cage,1677,0.5158
Baby Dragon,Royal Giant,1677,0.5045
Rocket,Sparky,1675,0.4657
Royal Hogs,Wall Breakers,1673,0.5057
Bandit,Fisherman,1671,0.4943
Dart Goblin,Royal Hogs,1670,0.4928
Heal Spirit,Royal Recruits,1668,0.5132
Rage,Rocket,1666,0.497
Bandit,Inferno Tower,1664,0.5216
Magic Archer,Tesla,1663,0.4979
Archer Queen,Fisherman,1662,0.515
Hog Rider,Royal Hogs,1661,0.5015
Golem,Inferno Tower,1661,0.5081
Three Musketeers,Valkyrie,1658,0.5217
Dark Prince,Tesla,1656,0.5356
Bat,Golden Knight,1655,0.513
Goblin Giant,Goblins,1655,0.5456
Giant,Goblins,1651,0.4864
Heal Spirit,Tornado,1651,0.5009
Goblin Cage,Guard,1649,0.5252
Dark Prince,Royal Recruits,1648,0.5516
Elite Barbarian,Mortar,1644,0.5438
Bandit,Princess,1641,0.5101
Three Musketeers,Wizard,1636,0.5061
Guard,Princess,1633,0.5077
Monk,Three Musketeers,1633,0.5224
Elite Barbarian,Royal Recruits,1631,0.5003
Dart Goblin,Phoenix,1629,0.3917
Archer,Furnace,1629,0.5021
Dart Goblin,Tombstone,1628,0.4957
Electro Dragon,Skeleton King,1624,0.5794
Freeze,Royal Delivery,1623,0.5046
Three Musketeers,Tornado,1621,0.5102
Bomb Tower,Royal Hogs,1620,0.5025
Battle Healer,Dark Prince,1620,0.5006
Graveyard,Rage,1619,0.4626
Elixir Golem,Skeleton,1617,0.5046
Fire Spirit,Mega Knight,1617,0.4929
Cannon Cart,Night Witch,1616,0.5155
Dart Goblin,Fisherman,1616,0.4876
Elixir Collector,Hog Rider,1616,0.5396
Hunter,Mother Witch,1612,0.5099
Giant Snowball,Poison,1611,0.5376
Bandit,Monk,1610,0.5273
Barbarian Barrel,Monk,1607,0.5296
Giant Skeleton,Mortar,1607,0.5152
Fisherman,Mortar,1606,0.4994
Elite Barbarian,Tombstone,1604,0.4869
Cannon,Princess,1603,0.5215
Battle Healer,Mega Knight,1603,0.4966
Earthquake,Witch,1603,0.5259
Princess,Skeleton Barrel,1601,0.5034
Fire Spirit,Mortar,1601,0.5047
Inferno Dragon,Royal Recruits,1598,0.4894
Mega Minion,Princess,1597,0.4966
Prince,Royal Hogs,1595,0.4765
Ice Spirit,Magic Archer,1595,0.479
Princess,Rocket,1594,0.5395
Lumberjack,Mighty Miner,1592,0.4774
Flying Machine,Musketeer,1592,0.5082
Electro Dragon,Sparky,1590,0.4925
Electro Spirit,Wall Breakers,1589,0.4248
Bandit,Tesla,1587,0.4978
Goblin Hut,Mega Minion,1587,0.5198
Goblin Cage,Hunter,1586,0.5088
Furnace,Tesla,1586,0.4893
Electro Giant,Rocket,1584,0.4571
Bomber,Miner,1584,0.4861
Rocket,Wall Breakers,1582,0.6056
Barbarian Barrel,Spear Goblin,1581,0.4826
Elixir Collector,Royal Giant,1580,0.5146
Electro Dragon,Electro Giant,1579,0.5288
Monk,Valkyrie,1575,0.506
Graveyard,Royal Delivery,1574,0.5076
Dart Goblin,Musketeer,1569,0.5354
Archer,Executioner,1567,0.5112
Archer Queen,Princess,1567,0.4856
Goblin Hut,Royal Recruits,1565,0.5291
Elixir Collector,Furnace,1565,0.4652
Goblin Hut,Zappies,1565,0.5291
Bomb Tower,Zap,1564,0.5006
Giant Snowball,Zap,1554,0.5045
Furnace,Royal Recruits,1551,0.5074
Bowler,Cannon,1551,0.4965
Goblin Hut,Skeleton Barrel,1551,0.5345
Barbarian Barrel,Goblin Drill,1545,0.5346
Flying Machine,Inferno Tower,1544,0.4961
Electro Dragon,Tesla,1543,0.5087
Ice Wizard,X-Bow,1542,0.5162
Barbarian,Wall Breakers,1535,0.5127
Tornado,X-Bow,1535,0.4925
Heal Spirit,Zappies,1534,0.5417
Skeleton Barrel,Tombstone,1533,0.5303
Executioner,Magic Archer,1530,0.4497
Giant,Magic Archer,1530,0.4621
Goblin Cage,Skeleton Barrel,1527,0.5377
Ice Spirit,Night Witch,1526,0.4967
Royal Recruits,Tombstone,1524,0.5151
Musketeer,Royal Hogs,1523,0.5476
Giant Skeleton,Royal Delivery,1515,0.5472
Electro Dragon,Musketeer,1514,0.4954
Skeleton Barrel,Wizard,1514,0.5059
Giant Skeleton,Graveyard,1513,0.5274
Goblin Hut,Miner,1511,0.4639
Earthquake,Inferno Dragon,1510,0.506
Guard,Witch,1504,0.498
Mother Witch,Tesla,1504,0.496
Freeze,Royal Giant,1503,0.521
Archer,Mighty Miner,1502,0.4521
Musketeer,Princess,1502,0.5153
Furnace,Rocket,1502,0.4907
Ice Wizard,Night Witch,1497,0.4957
Dart Goblin,Golden Knight,1491,0.4702
Royal Ghost,Sparky,1489,0.5138
Ice Golem,Tesla,1489,0.4755
Graveyard,Rocket,1489,0.4842
Bomber,Spear Goblin,1487,0.4694
Battle Healer,Knight,1487,0.5091
Inferno Dragon,Wall Breakers,1487,0.5145
Electro Dragon,Skeleton,1486,0.5296
Cannon,Ice Wizard,1486,0.5249
Goblins,Royal Hogs,1486,0.5552
Elixir Golem,Goblin Hut,1484,0.4582
Bowler,Zappies,1483,0.5199
Dart Goblin,Skeleton King,1480,0.5007
Cannon Cart,Electro Giant,1479,0.5368
Monk,Skeleton Barrel,1476,0.4783
Princess,Sparky,1475,0.4739
Barbarian Hut,Phoenix,1471,0.5037
Giant Snowball,Night Witch,1469,0.5351
Magic Archer,Tombstone,1469,0.4833
Elixir Collector,Inferno Dragon,1468,0.4775
Firecracker,X-Bow,1467,0.4778
Night Witch,Zappies,1464,0.4925
Giant Snowball,Guard,1462,0.5301
Goblin Giant,Musketeer,1461,0.5359
Archer,Fisherman,1460,0.5096
Battle Ram,Inferno Dragon,1457,0.4695
Ice Spirit,Mega Minion,1457,0.5216
Electro Wizard,Ice Golem,1452,0.4394
Cannon Cart,The Log,1452,0.5448
Battle Ram,Mother Witch,1451,0.4997
Goblins,Night Witch,1450,0.5883
Sparky,Three Musketeers,1449,0.4548
Battle Ram,Wall Breakers,1447,0.4907
Dark Prince,Golden Knight,1447,0.4858
Princess,Tornado,1447,0.4941
Earthquake,Miner,1446,0.3112
Bat,Battle Healer,1444,0.4702
Electro Giant,Fire Spirit,1443,0.483
Archer,Bandit,1442,0.475
Bat,Mega Minion,1440,0.5111
Archer Queen,Sparky,1437,0.5338
Balloon,Sparky,1437,0.4906
Fire Spirit,Ice Golem,1434,0.5286
Goblin Cage,Royal Giant,1433,0.5143
Ice Wizard,Witch,1433,0.4962
Bomb Tower,Phoenix,1432,0.4853
Bandit,Bomber,1429,0.5003
Fisherman,Golden Knight,1428,0.4853
Fisherman,Princess,1427,0.5004
Goblins,Golem,1426,0.5561
Battle Ram,Elite Barbarian,1421,0.5222
Minion,Phoenix,1417,0.4749
Hunter,Tombstone,1416,0.5325
Goblin Hut,Graveyard,1416,0.5212
Electro Dragon,Hog Rider,1415,0.5046
Dark Prince,Zappies,1411,0.5245
Graveyard,Prince,1411,0.5089
Archer,Inferno Tower,1410,0.4943
Cannon,Wall Breakers,1405,0.5281
Bowler,Dark Prince,1404,0.4729
Dart Goblin,Rocket,1403,0.608
Goblin Drill,Wizard,1402,0.4836
Bandit,Golem,1400,0.5243
Guard,Wall Breakers,1400,0.5014
Archer,Bomb Tower,1398,0.4635
Giant Skeleton,Sparky,1395,0.4932
Mother Witch,Musketeer,1394,0.5459
Mother Witch,Skeleton Barrel,1394,0.5172
Mighty Miner,Royal Ghost,1392,0.4835
Flying Machine,Minion,1390,0.4906
Earthquake,Magic Archer,1389,0.5162
Bandit,Ice Wizard,1388,0.5101
Freeze,Mega Minion,1387,0.5191
Furnace,Ice Wizard,1387,0.5018
Battle Ram,Goblins,1386,0.5087
Electro Giant,Furnace,1383,0.4396
Inferno Dragon,Princess,1383,0.5033
Mega Minion,Skeleton King,1380,0.521
Balloon,Mighty Miner,1379,0.4946
Archer Queen,Rocket,1379,0.4569
Bomb Tower,Mega Minion,1378,0.4601
Executioner,Ice Wizard,1377,0.5221
Goblin Cage,Golem,1375,0.5484
Mighty Miner,Phoenix,1373,0.5069
Inferno Tower,Royal Recruits,1371,0.4865
Mortar,Spear Goblin,1364,0.563
Barbarian,Bomb Tower,1364,0.4267
Goblins,Zappies,1360,0.6478
Cannon,Miner,1359,0.4798
Hunter,Monk,1359,0.5504
Earthquake,Rage,1358,0.4853
Inferno Tower,Spear Goblin,1355,0.4989
Skeleton,Skeleton King,1355,0.5151
Golem,Tesla,1352,0.5096
P.E.K.K.A,Royal Recruits,1349,0.4944
Baby Dragon,Giant Snowball,1348,0.4926
Freeze,Monk,1347,0.5063
Fire Spirit,Inferno Tower,1346,0.4948
Lumberjack,Skeleton King,1345,0.5398
Inferno Dragon,Mighty Miner,1345,0.4937
Poison,Rocket,1343,0.5115
Bomb Tower,Goblin Giant,1341,0.4981
Mega Knight,Royal Recruits,1341,0.5585
Archer,Skeleton Barrel,1340,0.5067
Dark Prince,Dart Goblin,1339,0.5273
Barbarian Hut,Battle Healer,1336,0.5135
Guard,Mighty Miner,1332,0.5105
Baby Dragon,Barbarian Hut,1331,0.5101
Barbarian Hut,Valkyrie,1328,0.494
Cannon,Royal Ghost,1328,0.552
Earthquake,Lumberjack,1327,0.4974
Golden Knight,Tesla,1324,0.4902
Bandit,Skeleton King,1324,0.4894
Dart Goblin,Goblin Hut,1323,0.4837
Lava Hound,Skeleton,1322,0.5189
Battle Ram,Ice Golem,1321,0.5185
Goblins,Tombstone,1320,0.5311
Elite Barbarian,Skeleton Barrel,1318,0.5197
Royal Ghost,Tesla,1318,0.5137
Graveyard,Royal Recruits,1318,0.4689
Battle Ram,Skeleton Barrel,1317,0.4943
Monk,Royal Delivery,1317,0.5262
Dart Goblin,Wizard,1317,0.5125
Freeze,Hunter,1313,0.5286
Goblin Drill,Royal Ghost,1313,0.5484
Battle Healer,Bowler,1313,0.5529
Cannon,Wizard,1313,0.5255
Goblin Hut,Spear Goblin,1312,0.436
Bandit,Mighty Miner,1310,0.4878
Barbarian Hut,The Log,1309,0.4767
Baby Dragon,Goblin Giant,1308,0.4924
Fisherman,Minion,1307,0.4797
Golden Knight,Inferno Tower,1306,0.4954
Goblin Hut,Phoenix,1306,0.5926
Battle Ram,Lumberjack,1305,0.5341
Goblin Hut,Mighty Miner,1304,0.5238
Night Witch,Tesla,1302,0.4892
Elite Barbarian,Fire Spirit,1301,0.5242
Golden Knight,Golem,1300,0.4854
Elite Barbarian,Monk,1299,0.5035
Elite Barbarian,Ice Spirit,1299,0.5065
Inferno Tower,Princess,1299,0.5404
Ice Golem,Mega Minion,1298,0.5547
Bomber,Three Musketeers,1298,0.4931
Fisherman,Furnace,1296,0.5285
Ice Wizard,Inferno Tower,1296,0.5046
Hunter,Wizard,1295,0.4656
Battle Healer,Skeleton,1295,0.505
Barbarian,Barbarian Hut,1294,0.5108
Bandit,Fire Spirit,1293,0.4919
Executioner,Goblin Giant,1293,0.495
Electro Wizard,Spear Goblin,1291,0.4919
Dart Goblin,Royal Giant,1290,0.4822
Lumberjack,Three Musketeers,1289,0.5547
Freeze,Skeleton King,1288,0.5543
Fisherman,Goblin Giant,1285,0.5074
Dart Goblin,Three Musketeers,1285,0.5222
Archer,Rage,1285,0.4926
Battle Healer,Magic Archer,1283,0.5035
Archer,Lumberjack,1280,0.5109
Flying Machine,Heal Spirit,1279,0.5465
Mortar,Zappies,1278,0.5125
Goblin Cage,Heal Spirit,1278,0.5415
Battle Ram,Mighty Miner,1276,0.4922
Mega Knight,Mighty Miner,1273,0.4878
Guard,Rage,1272,0.5118
Dark Prince,Wall Breakers,1272,0.5299
Balloon,Elixir Collector,1271,0.4862
Bowler,Prince,1270,0.3898
Dark Prince,Elixir Golem,1269,0.5406
Freeze,Sparky,1268,0.5347
Hunter,Royal Recruits,1268,0.5355
Elixir Collector,P.E.K.K.A,1267,0.4964
Skeleton,Tombstone,1266,0.5498
Rocket,Three Musketeers,1264,0.4509
Royal Giant,Three Musketeers,1264,0.4937
Barbarian Hut,Rage,1260,0.4944
Baby Dragon,Spear Goblin,1259,0.4964
Hog Rider,Wall Breakers,1258,0.5374
Electro Giant,Musketeer,1258,0.5445
Baby Dragon,Zappies,1257,0.4877
Executioner,Royal Recruits,1256,0.5525
Fisherman,Heal Spirit,1255,0.5195
Royal Giant,Spear Goblin,1253,0.5044
Baby Dragon,Giant Skeleton,1252,0.385
Goblin Drill,Musketeer,1252,0.5471
Freeze,Magic Archer,1247,0.4387
Dart Goblin,Princess,1246,0.5048
Wizard,Zappies,1246,0.5032
Freeze,Furnace,1246,0.5281
Hunter,Musketeer,1245,0.5197
Balloon,Three Musketeers,1245,0.49
Mini P.E.K.K.A,X-Bow,1244,0.4871
Bomb Tower,Rage,1243,0.4811
Goblin Cage,Royal Delivery,1243,0.5125
Goblin Hut,Guard,1242,0.4992
Bomber,Furnace,1241,0.4899
Goblin Giant,Magic Archer,1240,0.4895
Heal Spirit,Valkyrie,1237,0.4956
Mega Minion,Royal Hogs,1237,0.5255
Musketeer,Phoenix,1237,0.5384
Mega Minion,Skeleton Barrel,1236,0.5194
Electro Wizard,Zappies,1236,0.5316
Fisherman,Wizard,1232,0.47
Goblins,Three Musketeers,1232,0.5276
Ice Golem,Royal Giant,1230,0.4423
Goblin Hut,Ice Wizard,1230,0.4821
Night Witch,Sparky,1229,0.5142
Bandit,Goblin Hut,1227,0.5428
Ice Wizard,Sparky,1226,0.5383
Barbarian Hut,Tornado,1223,0.5143
Cannon Cart,Inferno Dragon,1222,0.4984
Archer Queen,Royal Recruits,1220,0.532
Electro Dragon,Goblin Giant,1218,0.5123
Royal Delivery,Royal Giant,1215,0.4716
Bomber,Graveyard,1214,0.4811
Executioner,Zappies,1210,0.495
Mighty Miner,Royal Delivery,1210,0.5041
Barbarian Barrel,Royal Delivery,1209,0.4955
Electro Dragon,Royal Recruits,1208,0.5877
Archer Queen,Flying Machine,1207,0.5095
Goblin Giant,Zappies,1207,0.5153
Royal Hogs,Sparky,1206,0.5091
Archer,Princess,1206,0.4677
Hunter,Prince,1205,0.5071
Guard,Ice Spirit,1205,0.4846
Night Witch,Royal Hogs,1205,0.4946
Hunter,Mortar,1204,0.5166
Bomber,Skeleton Barrel,1201,0.5196
Bat,Zappies,1201,0.5287
Bomb Tower,Elixir Golem,1197,0.4703
Earthquake,Night Witch,1197,0.5221
Earthquake,Minion,1196,0.5059
Guard,Rocket,1194,0.4891
Magic Archer,Minion,1191,0.4786
Magic Archer,Musketeer,1191,0.4962
Hunter,Inferno Dragon,1191,0.5088
Baby Dragon,Hunter,1191,0.513
Balloon,Princess,1188,0.4739
Monk,Tombstone,1184,0.4865
Archer Queen,Graveyard,1176,0.5136
Cannon,Flying Machine,1174,0.5383
Cannon Cart,Goblin Cage,1174,0.5256
Golden Knight,Minion,1174,0.4991
Cannon Cart,Giant Skeleton,1172,0.5137
Mortar,Mother Witch,1172,0.4787
Flying Machine,Princess,1171,0.5013
Elixir Golem,P.E.K.K.A,1168,0.4854
Dart Goblin,Giant,1167,0.539
Golden Knight,Graveyard,1165,0.4936
Lava Hound,Witch,1164,0.5077
Mother Witch,Spear Goblin,1163,0.4506
Earthquake,Wall Breakers,1162,0.5086
Guard,Mortar,1161,0.4953
Balloon,Heal Spirit,1160,0.544
Bowler,Royal Hogs,1157,0.5298
Fire Spirit,Goblin Drill,1156,0.4766
Princess,Rage,1156,0.5
Ice Wizard,Monk,1155,0.4554
Dart Goblin,Mega Minion,1154,0.4818
Battle Healer,Fisherman,1153,0.4657
Goblin Hut,Rocket,1153,0.4753
Goblin Giant,Tesla,1152,0.5017
Graveyard,Hog Rider,1152,0.4592
P.E.K.K.A,Princess,1151,0.3936
Fisherman,Giant Snowball,1150,0.5357
Magic Archer,Prince,1150,0.5096
Goblin Giant,Monk,1148,0.4843
Barbarian Hut,Wizard,1147,0.4865
Cannon,Spear Goblin,1145,0.5397
Electro Giant,Poison,1145,0.5031
Freeze,Goblin Hut,1141,0.5302
Golden Knight,Guard,1141,0.5004
Goblin Cage,Wall Breakers,1141,0.5311
Princess,Royal Hogs,1140,0.5175
Electro Giant,Elite Barbarian,1138,0.5387
Bomb Tower,Mega Knight,1138,0.5439
Goblin Cage,Sparky,1138,0.478
Hog Rider,Sparky,1137,0.4116
Giant Skeleton,Goblin Hut,1136,0.493
Earthquake,Goblin Giant,1136,0.4938
Executioner,Furnace,1135,0.4872
Electro Giant,Royal Recruits,1134,0.4982
Flying Machine,Goblins,1133,0.556
Earthquake,Mega Minion,1133,0.5057
Inferno Tower,Monk,1132,0.4991
Lumberjack,Princess,1132,0.5318
Dart Goblin,Tesla,1131,0.5022
Earthquake,Electro Dragon,1130,0.5257
