Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Spell,Barbarian Barrel,13,4.5,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,14,4.5,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,15,4.5,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,16,4.5,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,17,4.5,,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,18,4.5,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Golem,1,Melee: Short,,2.5,2000,122,48,,,,,,,88,,,,,,,,,,,,,,,,,,,,
Troop,Golem,2,Melee: Short,,2.5,2200,134,53,,,,,,,96,,,,,,,,,,,,,,,,,,,,
Troop,Golem,3,Melee: Short,,2.5,2420,147,58,,,,,,,106,,,,,,,,,,,,,,,,,,,,
Troop,Golem,4,Melee: Short,,2.5,2660,162,64,,,,,,,117,,,,,,,,,,,,,,,,,,,,
Troop,Golem,5,Melee: Short,,2.5,2920,178,71,,,,,,,128,,,,,,,,,,,,,,,,,,,,
Troop,Golem,6,Melee: Short,,2.5,3200,195,78,,,,,,,140,,,,,,,,,,,,,,,,,,,,
Troop,Golem,7,Melee: Short,,2.5,3520,214,85,,,,,,,154,,,,,,,,,,,,,,,,,,,,
Troop,Golem,8,Melee: Short,,2.5,3860,235,94,,,,,,,169,,,,,,,,,,,,,,,,,,,,
Troop,Golem,9,Melee: Short,,2.5,4240,258,103,,,,,,,186,,,,,,,,,,,,,,,,,,,,
Troop,Golem,10,Melee: Short,,2.5,4660,284,113,,,,,,,205,,,,,,,,,,,,,,,,,,,,
Troop,Golem,11,Melee: Short,,2.5,5120,312,124,,,,,,,225,,,,,,,,,,,,,,,,,,,,
Troop,Golem,12,Melee: Short,,2.5,5620,342,136,,,,,,,247,,,,,,,,,,,,,,,,,,,,
Troop,Golem,13,Melee: Short,,2.5,6180,376,150,,,,,,,271,,,,,,,,,,,,,,,,,,,,
Troop,Golem,14,Melee: Short,,2.5,6780,413,165,,,,,,,298,,,,,,,,,,,,,,,,,,,,
Troop,Golem,15,Melee: Short,,2.5,7440,453,181,,,,,,,327,,,,,,,,,,,,,,,,,,,,
Troop,Golem,16,Melee: Short,,2.5,8180,498,199,,,,,,,359,,,,,,,,,,,,,,,,,,,,
Troop,Golem,17,Melee: Short,,2.5,9000,549,219,,,,,,,396,,,,,,,,,,,,,,,,,,,,
Troop,Golem,18,Melee: Short,,2.5,9900,603,241,,,,,,,435,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,1,Melee: Short,,2.5,406,33,13,,,,,,,39,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,2,Melee: Short,,2.5,446,36,14,,,,,,,42,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,3,Melee: Short,,2.5,491,39,15,,,,,,,47,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,4,Melee: Short,,2.5,539,43,17,,,,,,,51,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,5,Melee: Short,,2.5,592,48,19,,,,,,,56,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,6,Melee: Short,,2.5,649,52,20,,,,,,,62,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,7,Melee: Short,,2.5,714,58,23,,,,,,,68,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,8,Melee: Short,,2.5,783,63,25,,,,,,,75,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,9,Melee: Short,,2.5,860,69,27,,,,,,,82,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,10,Melee: Short,,2.5,945,76,30,,,,,,,90,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,11,Melee: Short,,2.5,1039,84,33,,,,,,,99,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,12,Melee: Short,,2.5,1140,92,36,,,,,,,109,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,13,Melee: Short,,2.5,1254,101,40,,,,,,,120,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,14,Melee: Short,,2.5,1376,111,44,,,,,,,132,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,15,Melee: Short,,2.5,1510,122,48,,,,,,,145,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,16,Melee: Short,,2.5,1660,134,53,,,,,,,159,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,17,Melee: Short,,2.5,1827,148,59,,,,,,,175,,,,,,,,,,,,,,,,,,,,
Troop,Golemite,18,Melee: Short,,2.5,2009,163,65,,,,,,,193,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,1,Melee: Medium,,1.4,524,150,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,2,Melee: Medium,,1.4,576,165,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,3,Melee: Medium,,1.4,634,181,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,4,Melee: Medium,,1.4,696,199,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,5,Melee: Medium,,1.4,765,219,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,6,Melee: Medium,,1.4,838,240,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,7,Melee: Medium,,1.4,922,264,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,8,Melee: Medium,,1.4,1011,289,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,9,Melee: Medium,,1.4,1110,318,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,10,Melee: Medium,,1.4,1220,349,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,11,Melee: Medium,,1.4,1341,384,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,12,Melee: Medium,,1.4,1472,421,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,13,Melee: Medium,,1.4,1619,463,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,14,Melee: Medium,,1.4,1776,508,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,15,Melee: Medium,,1.4,1949,558,398,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,16,Melee: Medium,,1.4,2143,613,437,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,17,Melee: Medium,,1.4,2358,675,482,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elite Barbarian,18,Melee: Medium,,1.4,2593,742,530,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Hunter,1,4,,2.2,346,33,15,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,2,4,,2.2,380,36,16,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,3,4,,2.2,418,39,17,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,4,4,,2.2,460,43,19,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,5,4,,2.2,505,48,21,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,6,4,,2.2,553,52,23,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,7,4,,2.2,608,58,26,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,8,4,,2.2,667,63,28,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,9,4,,2.2,733,69,31,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,10,4,,2.2,806,76,34,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,11,4,,2.2,885,84,38,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,12,4,,2.2,972,92,41,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,13,4,,2.2,1069,101,45,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,14,4,,2.2,1172,111,50,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,15,4,,2.2,1287,122,55,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,16,4,,2.2,1415,134,60,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,17,4,,2.2,1557,148,67,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Hunter,18,4,,2.2,1712,163,74,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Troop,Zappies,1,4.5,,2.1,207,46,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,2,4.5,,2.1,227,50,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,3,4.5,,2.1,250,55,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,4,4.5,,2.1,275,61,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,5,4.5,,2.1,302,67,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,6,4.5,,2.1,331,73,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,7,4.5,,2.1,364,80,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,8,4.5,,2.1,399,88,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,9,4.5,,2.1,438,97,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,10,4.5,,2.1,482,107,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,11,4.5,,2.1,529,117,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,12,4.5,,2.1,581,129,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,13,4.5,,2.1,639,142,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,14,4.5,,2.1,701,155,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,15,4.5,,2.1,770,171,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,16,4.5,,2.1,846,188,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,17,4.5,,2.1,931,207,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Zappies,18,4.5,,2.1,1024,227,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,1,5.5,,1.1,450,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,2,5.5,,1.1,495,94,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,3,5.5,,1.1,544,104,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,4,5.5,,1.1,598,114,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,5,5.5,,1.1,657,125,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,6,5.5,,1.1,720,137,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,7,5.5,,1.1,792,151,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,8,5.5,,1.1,868,165,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,9,5.5,,1.1,954,182,165,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,10,5.5,,1.1,1048,200,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,11,5.5,,1.1,1152,220,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,12,5.5,,1.1,1264,241,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,13,5.5,,1.1,1390,265,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,14,5.5,,1.1,1525,291,264,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,15,5.5,,1.1,1674,319,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,16,5.5,,1.1,1840,351,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,17,5.5,,1.1,2025,387,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Tesla,18,5.5,,1.1,2227,425,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,1,11.5,,0.3,625,17,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,2,11.5,,0.3,687,18,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,3,11.5,,0.3,756,20,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,4,11.5,,0.3,831,22,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,5,11.5,,0.3,912,24,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,6,11.5,,0.3,1000,27,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,7,11.5,,0.3,1100,29,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,8,11.5,,0.3,1206,32,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,9,11.5,,0.3,1325,36,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,10,11.5,,0.3,1456,39,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,11,11.5,,0.3,1600,43,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,12,11.5,,0.3,1756,47,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,13,11.5,,0.3,1931,52,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,14,11.5,,0.3,2118,57,190,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,15,11.5,,0.3,2325,63,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,16,11.5,,0.3,2556,69,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,17,11.5,,0.3,2812,76,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,X-Bow,18,11.5,,0.3,3093,84,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,1,6,,1.7,284,70,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,2,6,,1.7,312,77,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,3,6,,1.7,343,84,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,4,6,,1.7,377,93,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,5,6,,1.7,414,102,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,6,6,,1.7,454,112,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,7,6,,1.7,499,123,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,8,6,,1.7,548,135,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,9,6,,1.7,602,148,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,10,6,,1.7,661,163,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,11,6,,1.7,727,179,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,12,6,,1.7,798,196,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,13,6,,1.7,877,216,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,14,6,,1.7,962,237,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,15,6,,1.7,1056,260,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,16,6,,1.7,1161,286,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,17,6,,1.7,1278,315,185,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Furnace,18,6,,1.7,1405,346,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,1,7.5,,0.5,1270,42,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,2,7.5,,0.5,1371,46,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,3,7.5,,0.5,1473,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,4,7.5,,0.5,1587,55,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,5,7.5,,0.5,1714,61,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,6,7.5,,0.5,1841,67,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,7,7.5,,0.5,1981,73,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,8,7.5,,0.5,2133,81,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,9,7.5,,0.5,2298,89,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,10,7.5,,0.5,2527,97,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,11,7.5,,0.5,2768,107,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,12,7.5,,0.5,3035,118,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,13,7.5,,0.5,3327,129,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,14,7.5,,0.5,3657,142,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,15,7.5,,0.5,4013,156,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,16,7.5,,0.5,NaN,171,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,17,7.5,,0.5,NaN,189,378,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Dagger Duchess,18,7.5,,0.5,NaN,207,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,1,9,,3,102,66,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,2,9,,3,112,72,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,3,9,,3,123,79,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,4,9,,3,135,87,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,5,9,,3,148,96,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,6,9,,3,163,105,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,7,9,,3,179,116,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,8,9,,3,196,127,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,9,9,,3,216,139,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,10,9,,3,237,153,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,11,9,,3,261,168,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,12,9,,3,286,185,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,13,9,,3,315,203,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,14,9,,3,345,223,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,15,9,,3,379,245,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,16,9,,3,417,269,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,17,9,,3,459,297,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Princess,18,9,,3,504,326,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,1,Melee: Medium,,1.3,473,76,58,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,2,Melee: Medium,,1.3,520,83,63,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,3,Melee: Medium,,1.3,572,91,70,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,4,Melee: Medium,,1.3,629,101,77,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,5,Melee: Medium,,1.3,690,110,84,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,6,Melee: Medium,,1.3,756,121,93,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,7,Melee: Medium,,1.3,832,133,102,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,8,Melee: Medium,,1.3,912,146,112,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,9,Melee: Medium,,1.3,1002,161,123,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,10,Melee: Medium,,1.3,1102,177,136,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,11,Melee: Medium,,1.3,1210,194,149,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,12,Melee: Medium,,1.3,1329,213,163,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,13,Melee: Medium,,1.3,1461,234,180,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,14,Melee: Medium,,1.3,1603,257,197,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,15,Melee: Medium,,1.3,1759,282,216,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,16,Melee: Medium,,1.3,1934,310,238,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,17,Melee: Medium,,1.3,2128,342,263,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Miner,18,Melee: Medium,,1.3,2341,376,289,94,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,1,5,,4,567,520,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,2,5,,4,623,572,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,3,5,,4,686,629,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,4,5,,4,754,691,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,5,5,,4,827,759,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,6,5,,4,907,832,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,7,5,,4,997,915,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,8,5,,4,1094,1003,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,9,5,,4,1202,1102,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,10,5,,4,1321,1211,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,11,5,,4,1451,1331,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,12,5,,4,1593,1461,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,13,5,,4,1752,1606,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,14,5,,4,1922,1762,440,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,15,5,,4,2109,1934,483,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,16,5,,4,2319,2126,531,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,17,5,,4,2551,2340,585,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Sparky,18,5,,4,2806,2574,643,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,1,3.5,,0.4,506,,,,,14,165,412,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,2,3.5,,0.4,556,,,,,15,181,452,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,3,3.5,,0.4,612,,,,,16,199,497,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,4,3.5,,0.4,672,,,,,18,219,547,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,5,3.5,,0.4,738,,,,,20,240,600,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,6,3.5,,0.4,809,,,,,22,264,660,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,7,3.5,,0.4,890,,,,,24,290,725,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,8,3.5,,0.4,976,,,,,27,318,795,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,9,3.5,,0.4,1072,,,,,29,349,872,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,10,3.5,,0.4,1178,,,,,32,384,960,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,11,3.5,,0.4,1295,,,,,35,422,1055,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,12,3.5,,0.4,1421,,,,,39,463,1157,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,13,3.5,,0.4,1563,,,,,43,509,1272,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,14,3.5,,0.4,1715,,,,,47,559,1397,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,15,3.5,,0.4,1882,,,,,52,613,1532,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,16,3.5,,0.4,2069,,,,,57,674,1685,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,17,3.5,,0.4,2277,,,,,63,742,1855,,,,,,,,,,,,,,,,,,,,,,
Troop,Inferno Dragon,18,3.5,,0.4,2504,,,,,69,816,2040,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,1,,,,75,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,2,,,,82,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,3,,,,90,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,4,,,,99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,5,,,,109,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,6,,,,120,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,7,,,,132,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,8,,,,144,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,9,,,,159,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,10,,,,174,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,11,,,,192,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
